date,village_id,pH,turbidity_NTU,TDS_mg_L,temperature_C,diarrhea_cases,fever_cases,outbreak_label
2021-05-25,V003,7.23,3.67,457.5,22.5,1,2,0
2021-05-26,V001,7.62,3.45,336.8,22.6,0,2,0
2021-05-26,V002,6.98,1.93,302.7,23.1,6,2,0
2021-05-26,V003,7.15,0.79,286.4,16.7,1,2,0
2021-05-27,V001,7.24,1.27,352.7,21.7,1,3,0
2021-05-27,V002,7.12,1.41,258.8,20.9,3,2,0
2021-05-27,V003,7.41,0.97,320.5,20.4,2,2,0
2021-05-28,V001,7.2,2.55,346.3,23.1,3,1,0
2021-05-28,V002,7.48,2.0,454.0,25.9,5,2,0
2021-05-28,V003,7.31,1.71,361.3,23.2,1,3,0
2021-05-29,V001,7.14,4.1,395.8,22.9,1,3,0
2021-05-29,V002,7.22,2.09,351.2,23.2,1,4,0
2021-05-29,V003,7.27,0.97,285.6,19.2,3,3,0
2021-05-30,V001,7.45,2.38,312.1,25.0,2,2,0
2021-05-30,V002,7.11,2.22,343.2,17.6,1,0,0
2021-05-30,V003,6.86,2.81,302.1,21.5,1,1,0
2021-05-31,V001,7.01,3.96,347.1,26.1,1,2,0
2021-05-31,V002,6.98,2.78,385.3,21.2,3,2,0
2021-05-31,V003,7.06,2.32,297.7,20.4,2,3,0
2021-06-01,V001,7.16,3.57,322.7,27.8,3,7,0
2021-06-01,V002,7.27,5.44,379.1,28.2,9,4,1
2021-06-01,V003,7.14,6.67,302.3,28.7,5,5,1
2021-06-02,V001,7.29,4.15,314.9,28.4,5,5,0
2021-06-02,V002,7.12,5.55,289.7,23.1,3,10,1
2021-06-02,V003,6.92,5.32,361.3,31.0,5,4,1
2021-06-03,V001,7.1,4.14,340.7,27.1,2,7,0
2021-06-03,V002,7.27,5.16,344.7,24.0,4,8,1
2021-06-03,V003,7.26,4.97,384.4,28.9,6,4,0
2021-06-04,V001,7.59,4.2,391.1,26.8,5,2,0
2021-06-04,V002,7.46,3.29,342.1,30.1,5,9,0
2021-06-04,V003,7.1,4.96,360.5,28.2,4,12,0
2021-06-05,V001,6.85,3.26,360.8,30.9,4,7,0
2021-06-05,V002,7.13,4.14,331.0,29.3,4,5,0
2021-06-05,V003,7.51,4.58,360.6,26.0,5,6,0
2021-06-06,V001,6.94,4.49,419.3,24.6,3,10,0
2021-06-06,V002,7.49,3.85,406.6,29.8,5,8,0
2021-06-06,V003,7.15,5.52,353.2,26.3,4,6,1
2021-06-07,V001,7.15,4.58,352.0,28.1,3,4,0
2021-06-07,V002,7.2,4.89,401.5,28.6,2,11,0
2021-06-07,V003,6.86,3.63,316.2,25.4,1,5,0
2021-06-08,V001,7.34,3.64,412.9,25.3,4,5,0
2021-06-08,V002,7.21,4.83,340.2,27.0,6,7,0
2021-06-08,V003,7.49,4.46,327.7,29.6,3,4,0
2021-06-09,V001,7.33,4.84,368.2,26.4,6,4,0
2021-06-09,V002,6.96,4.58,391.3,25.0,1,7,0
2021-06-09,V003,6.99,3.78,311.6,28.3,6,8,0
2021-06-10,V001,7.41,5.09,411.7,27.0,6,5,1
2021-06-10,V002,7.11,3.89,321.3,26.5,2,6,0
2021-06-10,V003,6.9,4.58,347.6,26.8,4,9,0
2021-06-11,V001,7.29,5.1,298.2,29.2,3,9,1
2021-06-11,V002,7.41,4.15,334.0,31.4,4,5,0
2021-06-11,V003,6.96,3.73,430.1,32.6,5,6,0
2021-06-12,V001,6.74,4.53,368.0,28.6,9,4,0
2021-06-12,V002,7.14,4.28,346.3,27.2,3,6,0
2021-06-12,V003,7.11,4.37,284.1,28.1,4,10,0
2021-06-13,V001,7.58,5.08,403.9,28.8,3,7,1
2021-06-13,V002,7.18,4.34,232.3,33.9,5,6,0
2021-06-13,V003,7.08,5.59,224.8,28.4,5,9,1
2021-06-14,V001,7.15,4.41,328.5,26.4,1,8,0
2021-06-14,V002,7.09,4.02,316.3,26.7,2,5,0
2021-06-14,V003,7.12,4.26,327.9,29.5,2,5,0
2021-06-15,V001,7.16,4.93,395.4,30.7,3,6,0
2021-06-15,V002,7.23,5.9,398.2,27.6,7,8,1
2021-06-15,V003,7.13,3.57,299.9,28.8,7,6,0
2021-06-16,V001,7.4,4.47,341.7,30.2,7,7,0
2021-06-16,V002,6.98,4.61,280.4,27.6,5,6,0
2021-06-16,V003,7.4,4.42,488.3,30.4,6,7,0
2021-06-17,V001,7.46,4.3,374.4,28.9,2,7,0
2021-06-17,V002,6.96,4.32,313.1,28.5,6,6,0
2021-06-17,V003,7.32,3.72,365.9,30.2,5,8,0
2021-06-18,V001,7.04,3.8,402.1,26.8,2,10,0
2021-06-18,V002,7.22,5.89,289.8,29.2,4,3,0
2021-06-18,V003,7.42,3.29,355.5,30.3,7,1,0
2021-06-19,V001,6.82,5.71,368.9,26.9,3,2,0
2021-06-19,V002,6.97,5.63,287.1,26.3,3,7,1
2021-06-19,V003,6.85,5.32,408.7,27.2,11,7,1
2021-06-20,V001,7.21,4.39,400.4,27.3,2,8,0
2021-06-20,V002,6.8,4.48,364.9,34.6,6,7,0
2021-06-20,V003,7.28,5.4,289.4,25.8,2,6,0
2021-06-21,V001,6.88,4.78,331.5,31.4,2,5,0
2021-06-21,V002,7.17,4.5,371.2,27.2,5,5,0
2021-06-21,V003,7.08,5.27,341.7,28.6,3,4,0
2021-06-22,V001,7.52,3.67,426.1,26.8,4,4,0
2021-06-22,V002,7.24,3.8,427.6,26.7,5,5,0
2021-06-22,V003,7.03,4.56,368.1,28.0,3,6,0
2021-06-23,V001,6.97,5.37,268.7,31.3,3,4,0
2021-06-23,V002,7.19,5.08,379.4,30.4,4,3,0
2021-06-23,V003,7.3,4.17,329.3,26.6,7,5,0
2021-06-24,V001,7.39,3.94,379.7,27.8,5,5,0
2021-06-24,V002,7.41,4.57,358.2,27.5,6,4,0
2021-06-24,V003,7.31,4.86,369.0,32.2,4,3,0
2021-06-25,V001,7.14,4.41,274.5,24.8,3,9,0
2021-06-25,V002,6.99,3.09,360.1,29.6,2,6,0
2021-06-25,V003,7.41,4.05,304.6,28.6,2,5,0
2021-06-26,V001,7.16,5.89,381.0,25.4,2,8,1
2021-06-26,V002,7.35,4.51,361.6,26.1,5,5,0
2021-06-26,V003,7.46,2.11,337.7,29.3,5,6,0
2021-06-27,V001,7.34,4.87,296.1,27.6,5,5,0
2021-06-27,V002,7.1,5.31,273.2,27.1,4,5,1
2021-06-27,V003,7.5,4.48,342.7,27.1,6,5,0
2021-06-28,V001,7.16,4.78,404.1,31.0,5,5,0
2021-06-28,V002,7.2,4.72,405.6,27.5,1,9,0
2021-06-28,V003,7.04,5.04,355.2,31.9,2,4,0
2021-06-29,V001,7.1,4.92,332.2,26.6,2,8,0
2021-06-29,V002,7.17,3.9,380.0,28.2,8,7,0
2021-06-29,V003,7.3,2.91,467.0,27.2,7,6,0
2021-06-30,V001,7.23,4.55,441.4,27.6,5,6,0
2021-06-30,V002,7.17,4.21,315.4,31.2,3,9,0
2021-06-30,V003,7.2,3.39,367.8,27.8,1,4,0
2021-07-01,V001,7.14,3.74,330.6,26.7,7,7,0
2021-07-01,V002,7.19,3.81,429.0,28.8,1,8,0
2021-07-01,V003,7.49,5.19,386.5,26.9,6,3,1
2021-07-02,V001,7.35,4.43,258.0,28.9,2,2,0
2021-07-02,V002,7.05,4.72,354.8,25.8,4,8,0
2021-07-02,V003,7.01,5.33,339.5,31.1,5,6,1
2021-07-03,V001,7.1,4.81,184.0,31.7,7,4,0
2021-07-03,V002,7.01,4.38,354.0,28.9,5,9,0
2021-07-03,V003,6.97,5.69,354.7,29.6,4,7,1
2021-07-04,V001,7.42,2.96,303.7,27.0,6,7,0
2021-07-04,V002,7.23,3.92,395.7,26.7,5,7,0
2021-07-04,V003,7.12,6.29,357.3,28.6,4,8,1
2021-07-05,V001,7.24,5.01,290.1,29.4,3,4,0
2021-07-05,V002,7.23,6.62,331.5,30.0,2,9,1
2021-07-05,V003,7.07,4.37,325.4,31.1,4,7,0
2021-07-06,V001,6.89,4.27,354.9,28.7,7,7,0
2021-07-06,V002,7.05,4.88,315.2,27.8,5,10,0
2021-07-06,V003,6.75,4.89,429.6,27.7,4,7,0
2021-07-07,V001,7.11,5.71,260.8,31.9,4,9,1
2021-07-07,V002,7.47,4.15,270.2,29.6,3,5,0
2021-07-07,V003,7.21,5.49,300.1,28.9,5,6,1
2021-07-08,V001,7.3,4.86,415.0,25.8,6,2,0
2021-07-08,V002,7.38,3.35,379.5,29.1,2,4,0
2021-07-08,V003,6.87,5.02,419.8,26.6,7,4,1
2021-07-09,V001,7.44,5.12,317.5,29.7,2,8,1
2021-07-09,V002,7.52,3.94,329.4,25.1,4,8,0
2021-07-09,V003,7.0,4.76,330.0,28.4,4,7,0
2021-07-10,V001,7.45,3.51,419.8,27.1,4,5,0
2021-07-10,V002,7.32,6.33,380.0,32.3,3,5,0
2021-07-10,V003,7.31,5.95,323.6,32.0,6,5,1
2021-07-11,V001,6.92,3.82,355.7,27.6,2,4,0
2021-07-11,V002,7.1,4.71,301.9,29.9,4,4,0
2021-07-11,V003,6.97,3.86,338.1,29.0,6,4,0
2021-07-12,V001,7.14,4.54,380.9,27.2,4,4,0
2021-07-12,V002,7.39,4.24,368.3,27.6,6,3,0
2021-07-12,V003,7.29,5.11,295.5,30.4,4,9,1
2021-07-13,V001,7.29,6.04,357.6,25.0,5,5,1
2021-07-13,V002,7.1,3.91,247.8,25.1,7,5,0
2021-07-13,V003,7.29,5.39,296.3,27.1,6,3,1
2021-07-14,V001,6.99,5.64,327.7,28.4,2,6,0
2021-07-14,V002,7.01,4.21,391.0,26.0,4,9,0
2021-07-14,V003,7.38,4.3,371.7,24.3,2,3,0
2021-07-15,V001,7.26,4.26,315.8,28.1,4,12,0
2021-07-15,V002,7.42,4.1,395.3,31.1,5,8,0
2021-07-15,V003,7.11,5.09,277.9,26.5,2,5,0
2021-07-16,V001,7.32,3.22,286.3,27.7,3,8,0
2021-07-16,V002,6.76,5.07,378.9,26.1,4,4,0
2021-07-16,V003,7.14,5.06,344.3,29.4,4,7,1
2021-07-17,V001,7.44,4.02,467.9,25.4,3,10,0
2021-07-17,V002,7.24,2.54,329.9,29.3,3,5,0
2021-07-17,V003,6.83,4.1,312.4,27.6,4,9,0
2021-07-18,V001,7.46,3.41,389.9,27.0,2,8,0
2021-07-18,V002,6.9,4.45,293.5,25.6,3,6,0
2021-07-18,V003,7.1,4.11,385.9,30.6,1,6,0
2021-07-19,V001,7.09,4.25,387.3,28.3,8,6,0
2021-07-19,V002,6.88,4.66,334.0,28.1,5,3,0
2021-07-19,V003,7.18,4.77,407.8,34.8,5,9,0
2021-07-20,V001,7.45,3.73,338.8,27.8,1,9,0
2021-07-20,V002,7.25,3.43,336.9,26.3,2,4,0
2021-07-20,V003,7.49,4.79,332.5,27.1,4,4,0
2021-07-21,V001,7.35,4.62,428.2,28.5,3,3,0
2021-07-21,V002,7.28,4.61,313.0,32.4,2,7,0
2021-07-21,V003,7.41,4.11,385.3,30.6,6,6,0
2021-07-22,V001,6.9,5.25,311.5,30.1,5,7,1
2021-07-22,V002,7.16,4.39,472.4,26.8,5,8,0
2021-07-22,V003,7.25,3.63,344.1,28.6,1,4,0
2021-07-23,V001,7.36,5.05,345.1,28.0,2,5,0
2021-07-23,V002,7.54,5.04,403.8,30.5,3,7,1
2021-07-23,V003,7.18,5.15,283.8,29.5,6,5,1
2021-07-24,V001,7.24,4.82,318.3,27.7,1,6,0
2021-07-24,V002,7.22,5.44,401.5,32.4,2,4,0
2021-07-24,V003,7.38,3.53,353.4,29.3,9,4,0
2021-07-25,V001,7.36,4.67,415.3,32.6,2,7,0
2021-07-25,V002,7.14,3.38,347.1,26.6,4,6,0
2021-07-25,V003,7.05,4.62,286.6,30.9,2,3,0
2021-07-26,V001,7.31,5.98,420.8,29.2,3,4,0
2021-07-26,V002,7.13,3.93,445.3,28.6,3,4,0
2021-07-26,V003,7.21,6.42,406.5,26.4,5,3,0
2021-07-27,V001,7.15,4.29,351.7,27.0,6,6,0
2021-07-27,V002,7.07,4.71,355.5,28.5,7,5,0
2021-07-27,V003,7.0,5.44,286.8,28.5,4,8,1
2021-07-28,V001,7.65,3.43,229.5,28.9,4,2,0
2021-07-28,V002,7.1,5.13,296.6,27.3,5,3,0
2021-07-28,V003,7.1,4.6,390.6,27.4,5,9,0
2021-07-29,V001,7.22,3.32,414.3,24.6,2,4,0
2021-07-29,V002,7.29,4.92,366.9,27.9,6,7,0
2021-07-29,V003,7.64,3.96,321.4,28.5,6,9,0
2021-07-30,V001,7.01,5.53,314.4,27.6,4,8,1
2021-07-30,V002,7.39,4.86,323.6,31.8,5,8,0
2021-07-30,V003,7.71,5.95,384.2,28.6,4,4,0
2021-07-31,V001,7.07,4.89,351.6,26.5,7,6,0
2021-07-31,V002,7.19,4.68,436.3,27.2,4,5,0
2021-07-31,V003,7.17,4.33,375.5,29.2,4,5,0
2021-08-01,V001,7.41,5.62,388.2,27.5,6,6,1
2021-08-01,V002,7.18,4.29,416.9,30.7,1,6,0
2021-08-01,V003,7.3,3.56,288.4,26.8,5,8,0
2021-08-02,V001,7.34,5.02,431.7,26.5,6,9,1
2021-08-02,V002,7.36,5.99,383.2,33.6,4,4,0
2021-08-02,V003,6.96,4.77,300.4,29.9,4,3,0
2021-08-03,V001,7.23,5.44,359.5,29.4,2,2,0
2021-08-03,V002,7.45,3.93,373.4,31.1,5,4,0
2021-08-03,V003,7.05,3.19,337.6,28.7,6,6,0
2021-08-04,V001,7.5,4.63,449.7,29.9,3,5,0
2021-08-04,V002,7.14,4.31,431.3,28.3,4,6,0
2021-08-04,V003,7.28,4.06,380.4,29.3,3,3,0
2021-08-05,V001,7.12,5.01,349.9,26.0,2,6,0
2021-08-05,V002,6.96,3.27,370.3,28.5,2,6,0
2021-08-05,V003,7.45,4.79,342.2,28.0,5,7,0
2021-08-06,V001,7.05,4.82,341.2,28.2,6,6,0
2021-08-06,V002,7.11,6.24,368.4,28.1,2,8,1
2021-08-06,V003,7.34,6.23,310.0,27.9,1,2,0
2021-08-07,V001,7.08,4.6,384.6,25.3,4,4,0
2021-08-07,V002,7.0,3.85,366.8,27.7,5,8,0
2021-08-07,V003,7.37,3.27,378.3,27.5,5,7,0
2021-08-08,V001,7.11,3.1,313.9,29.6,5,6,0
2021-08-08,V002,7.04,5.58,399.7,27.0,1,6,0
2021-08-08,V003,7.05,4.04,364.0,28.2,3,5,0
2021-08-09,V001,7.42,5.73,404.1,29.7,3,4,0
2021-08-09,V002,7.64,2.76,394.0,31.9,2,2,0
2021-08-09,V003,7.27,4.5,446.4,26.1,3,3,0
2021-08-10,V001,7.0,4.77,278.2,28.4,2,4,0
2021-08-10,V002,6.95,4.92,387.2,28.1,4,9,0
2021-08-10,V003,7.1,6.08,368.1,26.5,2,5,0
2021-08-11,V001,7.38,6.22,292.9,28.0,3,5,0
2021-08-11,V002,7.27,4.37,316.2,26.9,5,13,0
2021-08-11,V003,7.43,4.7,267.5,26.9,3,8,0
2021-08-12,V001,7.0,3.79,358.2,32.5,3,7,0
2021-08-12,V002,7.24,5.53,360.0,27.8,5,7,1
2021-08-12,V003,7.16,4.74,388.1,27.2,4,6,0
2021-08-13,V001,7.23,4.15,406.8,25.0,2,11,0
2021-08-13,V002,7.6,3.86,402.9,30.2,4,6,0
2021-08-13,V003,7.2,3.79,320.5,28.5,3,8,0
2021-08-14,V001,6.94,4.5,363.4,24.0,6,8,0
2021-08-14,V002,7.01,6.23,368.5,25.2,4,4,0
2021-08-14,V003,7.28,4.75,445.0,30.6,2,4,0
2021-08-15,V001,7.19,4.14,302.4,30.5,5,8,0
2021-08-15,V002,7.01,4.54,376.0,24.7,5,5,0
2021-08-15,V003,7.2,4.27,361.6,29.8,3,7,0
2021-08-16,V001,6.9,3.54,404.2,26.3,4,7,0
2021-08-16,V002,7.32,4.2,357.4,26.4,6,6,0
2021-08-16,V003,7.14,4.07,342.7,28.9,7,3,0
2021-08-17,V001,7.63,4.45,295.4,29.6,2,5,0
2021-08-17,V002,7.64,4.74,315.2,29.6,5,5,0
2021-08-17,V003,7.29,4.8,365.9,26.8,3,9,0
2021-08-18,V001,6.96,5.24,281.0,27.6,1,9,1
2021-08-18,V002,7.44,4.17,294.2,29.0,4,6,0
2021-08-18,V003,7.18,5.2,347.9,27.3,6,8,1
2021-08-19,V001,7.11,3.41,394.8,29.9,5,2,0
2021-08-19,V002,7.1,4.56,358.3,27.5,4,8,0
2021-08-19,V003,7.22,5.76,433.1,29.8,5,4,1
2021-08-20,V001,7.26,3.62,367.0,29.6,2,3,0
2021-08-20,V002,7.26,3.7,197.5,27.2,3,5,0
2021-08-20,V003,7.16,4.97,333.2,27.5,4,9,0
2021-08-21,V001,7.32,5.0,341.6,30.0,7,7,0
2021-08-21,V002,7.22,4.42,299.5,27.2,2,4,0
2021-08-21,V003,7.27,4.78,372.4,27.8,5,5,0
2021-08-22,V001,7.37,4.35,392.0,25.8,7,5,0
2021-08-22,V002,7.0,4.03,292.1,30.7,5,6,0
2021-08-22,V003,7.32,4.9,352.7,31.6,6,6,0
2021-08-23,V001,7.54,3.76,380.2,32.0,7,5,0
2021-08-23,V002,6.86,5.25,364.2,26.8,4,5,1
2021-08-23,V003,6.73,4.82,450.5,29.0,3,10,0
2021-08-24,V001,7.45,4.02,351.8,29.0,3,3,0
2021-08-24,V002,7.26,4.1,294.6,27.6,8,4,0
2021-08-24,V003,7.58,5.19,308.5,30.4,2,4,0
2021-08-25,V001,7.48,3.92,396.7,28.4,5,4,0
2021-08-25,V002,6.99,4.82,332.8,28.4,2,6,0
2021-08-25,V003,6.99,5.76,353.3,30.7,5,7,1
2021-08-26,V001,7.32,3.81,327.8,26.9,4,6,0
2021-08-26,V002,7.18,4.49,274.2,29.0,8,7,0
2021-08-26,V003,7.24,4.27,327.4,29.1,5,4,0
2021-08-27,V001,7.06,4.37,358.1,27.7,2,3,0
2021-08-27,V002,7.43,3.14,325.0,27.2,3,12,0
2021-08-27,V003,7.37,5.01,388.7,27.7,3,9,1
2021-08-28,V001,7.08,2.6,266.3,30.3,2,3,0
2021-08-28,V002,7.35,3.37,383.2,30.4,4,7,0
2021-08-28,V003,7.03,4.63,330.5,27.0,3,7,0
2021-08-29,V001,7.08,5.47,380.5,29.5,1,6,0
2021-08-29,V002,7.23,4.64,361.5,28.1,5,6,0
2021-08-29,V003,6.96,5.62,411.4,28.6,3,4,0
2021-08-30,V001,7.21,4.66,203.4,30.2,8,6,0
2021-08-30,V002,7.25,5.8,358.0,27.7,2,2,0
2021-08-30,V003,7.12,4.16,294.5,28.2,4,6,0
2021-08-31,V001,7.36,4.17,485.2,30.5,3,3,0
2021-08-31,V002,7.34,4.11,308.9,30.3,1,5,0
2021-08-31,V003,7.22,5.26,355.9,26.8,2,7,1
2021-09-01,V001,7.25,5.42,284.1,31.7,3,7,1
2021-09-01,V002,6.74,4.56,315.4,29.1,2,6,0
2021-09-01,V003,7.42,4.15,320.4,27.2,3,0,0
2021-09-02,V001,7.08,4.7,403.8,28.5,2,6,0
2021-09-02,V002,7.39,5.42,362.7,24.2,2,6,0
2021-09-02,V003,7.11,3.37,331.8,27.6,3,8,0
2021-09-03,V001,7.27,5.86,400.5,30.3,1,6,0
2021-09-03,V002,7.59,5.36,292.7,27.7,1,6,0
2021-09-03,V003,6.92,3.5,313.5,24.4,6,4,0
2021-09-04,V001,7.1,4.85,311.4,26.6,6,11,0
2021-09-04,V002,7.07,4.42,370.8,29.9,1,10,0
2021-09-04,V003,7.12,4.85,318.7,26.4,3,7,0
2021-09-05,V001,7.36,5.05,355.0,28.1,7,7,1
2021-09-05,V002,7.37,4.65,339.9,28.3,6,2,0
2021-09-05,V003,7.61,4.6,308.4,28.6,3,6,0
2021-09-06,V001,7.25,4.95,319.5,31.8,0,9,0
2021-09-06,V002,7.27,4.16,325.7,25.6,7,7,0
2021-09-06,V003,7.17,5.29,296.0,28.9,4,9,1
2021-09-07,V001,7.28,4.36,367.9,26.1,1,6,0
2021-09-07,V002,7.26,5.45,382.4,28.1,5,3,0
2021-09-07,V003,7.18,4.23,291.2,29.7,8,9,0
2021-09-08,V001,7.27,4.77,359.6,30.8,4,7,0
2021-09-08,V002,7.47,5.71,362.1,28.3,3,8,1
2021-09-08,V003,7.15,5.16,326.9,25.4,2,1,0
2021-09-09,V001,7.3,3.82,358.1,30.7,4,5,0
2021-09-09,V002,7.29,3.57,409.6,28.4,5,4,0
2021-09-09,V003,7.23,4.69,422.4,26.1,2,3,0
2021-09-10,V001,7.41,4.35,226.4,23.9,3,1,0
2021-09-10,V002,7.15,5.2,392.9,27.1,5,3,0
2021-09-10,V003,7.34,5.25,288.1,25.8,1,4,0
2021-09-11,V001,7.05,4.85,327.5,27.3,5,3,0
2021-09-11,V002,7.29,4.16,262.7,29.7,5,3,0
2021-09-11,V003,6.91,5.78,315.5,28.5,1,9,1
2021-09-12,V001,7.06,4.55,413.9,27.8,2,4,0
2021-09-12,V002,7.13,5.04,290.4,27.4,3,2,0
2021-09-12,V003,7.39,6.18,320.9,32.2,3,5,0
2021-09-13,V001,7.04,4.02,354.7,27.0,4,5,0
2021-09-13,V002,7.01,4.97,419.3,31.3,4,5,0
2021-09-13,V003,7.5,5.44,337.3,26.6,1,9,1
2021-09-14,V001,7.03,4.54,376.6,27.9,1,6,0
2021-09-14,V002,7.22,3.03,312.5,28.1,4,7,0
2021-09-14,V003,7.37,4.41,388.9,24.4,7,3,0
2021-09-15,V001,7.36,3.52,281.6,28.6,2,4,0
2021-09-15,V002,7.18,5.05,313.4,28.7,2,11,1
2021-09-15,V003,7.0,4.68,335.3,27.8,3,2,0
2021-09-16,V001,7.45,3.25,344.5,27.6,1,6,0
2021-09-16,V002,6.98,4.86,446.6,24.5,6,6,0
2021-09-16,V003,7.15,5.02,327.1,25.1,6,3,1
2021-09-17,V001,7.36,4.46,317.1,28.5,6,12,0
2021-09-17,V002,7.16,4.85,323.2,27.2,3,7,0
2021-09-17,V003,7.06,3.96,367.1,30.5,2,6,0
2021-09-18,V001,7.21,5.21,516.2,28.7,1,5,0
2021-09-18,V002,7.1,3.61,348.8,26.7,7,5,0
2021-09-18,V003,7.18,4.82,349.4,26.9,4,11,0
2021-09-19,V001,7.15,4.13,361.6,26.1,8,7,0
2021-09-19,V002,7.11,5.56,384.7,29.1,7,7,1
2021-09-19,V003,7.23,5.44,366.4,31.2,8,6,1
2021-09-20,V001,6.83,3.58,388.2,27.1,2,7,0
2021-09-20,V002,7.28,5.67,456.6,31.9,4,9,1
2021-09-20,V003,7.35,4.48,292.0,25.9,4,6,0
2021-09-21,V001,6.88,3.78,343.3,27.6,4,10,0
2021-09-21,V002,7.1,4.09,307.3,28.6,6,3,0
2021-09-21,V003,7.02,3.97,297.1,24.6,5,6,0
2021-09-22,V001,7.11,4.61,377.3,29.0,8,5,0
2021-09-22,V002,7.65,4.63,325.6,28.5,5,9,0
2021-09-22,V003,7.22,3.54,363.5,27.7,8,3,0
2021-09-23,V001,7.28,2.4,373.8,26.9,3,6,0
2021-09-23,V002,7.09,3.33,337.4,26.2,4,4,0
2021-09-23,V003,7.17,5.3,362.0,31.6,3,5,0
2021-09-24,V001,7.38,5.46,429.9,22.3,3,8,1
2021-09-24,V002,7.16,5.88,368.5,25.5,3,5,0
2021-09-24,V003,7.0,4.16,231.8,30.6,7,5,0
2021-09-25,V001,7.38,5.21,297.5,28.1,3,4,0
2021-09-25,V002,7.17,4.12,402.8,29.2,3,3,0
2021-09-25,V003,7.36,4.09,292.8,29.0,4,5,0
2021-09-26,V001,7.28,3.94,376.8,28.0,3,8,0
2021-09-26,V002,6.96,3.2,416.2,28.6,5,8,0
2021-09-26,V003,7.23,4.67,378.2,30.9,6,10,0
2021-09-27,V001,6.81,5.33,329.2,28.3,4,4,0
2021-09-27,V002,6.94,3.83,359.0,28.5,5,5,0
2021-09-27,V003,7.0,5.67,383.0,28.1,5,6,1
2021-09-28,V001,7.12,2.94,309.5,29.0,1,9,0
2021-09-28,V002,7.14,5.53,384.2,26.2,4,6,1
2021-09-28,V003,7.27,4.19,413.6,31.4,3,8,0
2021-09-29,V001,7.45,2.54,378.7,28.9,2,3,0
2021-09-29,V002,7.32,2.89,374.1,28.5,6,4,0
2021-09-29,V003,7.22,4.27,349.9,25.2,4,11,0
2021-09-30,V001,7.26,3.18,436.3,27.3,12,5,0
2021-09-30,V002,7.35,5.32,366.9,27.6,4,3,0
2021-09-30,V003,7.46,3.75,310.2,30.0,1,3,0
2021-10-01,V001,7.07,1.2,388.9,22.7,3,5,0
2021-10-01,V002,7.14,2.3,378.6,21.2,2,3,0
2021-10-01,V003,7.33,2.39,307.6,22.3,2,0,0
2021-10-02,V001,7.03,3.73,446.7,25.8,2,5,0
2021-10-02,V002,7.19,2.02,400.8,22.0,0,4,0
2021-10-02,V003,7.14,2.18,328.3,20.6,2,4,0
2021-10-03,V001,6.87,0.9,363.4,18.8,2,1,0
2021-10-03,V002,7.05,2.11,374.3,19.7,0,2,0
2021-10-03,V003,7.44,2.6,330.1,25.8,4,2,0
2021-10-04,V001,7.1,2.65,266.3,22.9,2,1,0
2021-10-04,V002,7.06,2.33,421.3,20.9,1,1,0
2021-10-04,V003,7.12,3.05,338.3,23.5,2,4,0
2021-10-05,V001,7.14,2.45,346.9,20.8,2,2,0
2021-10-05,V002,7.13,1.62,315.6,23.2,1,1,0
2021-10-05,V003,7.41,2.07,350.9,19.2,1,6,0
2021-10-06,V001,7.28,1.35,410.2,20.6,5,7,0
2021-10-06,V002,7.13,2.73,274.9,20.8,5,3,0
2021-10-06,V003,7.18,0.65,407.1,19.8,3,2,0
2021-10-07,V001,6.94,3.29,382.0,21.0,7,4,0
2021-10-07,V002,6.86,2.28,358.0,23.0,2,3,0
2021-10-07,V003,7.29,1.9,327.7,21.1,0,4,0
2021-10-08,V001,7.52,2.07,364.4,20.6,4,6,0
2021-10-08,V002,7.22,2.47,314.5,21.5,1,6,0
2021-10-08,V003,6.9,1.5,419.4,23.0,2,2,0
2021-10-09,V001,7.3,2.62,336.0,20.1,2,3,0
2021-10-09,V002,7.65,1.89,306.7,22.0,3,4,0
2021-10-09,V003,7.29,2.48,390.5,20.1,4,1,0
2021-10-10,V001,6.8,2.56,301.4,19.7,1,2,0
2021-10-10,V002,7.44,3.7,395.8,24.0,0,5,0
2021-10-10,V003,7.24,3.85,431.0,20.5,1,3,0
2021-10-11,V001,6.92,1.97,380.1,19.9,2,6,0
2021-10-11,V002,7.27,3.02,393.8,24.0,1,1,0
2021-10-11,V003,7.2,2.97,349.0,21.6,3,5,0
2021-10-12,V001,7.17,1.98,274.3,22.6,4,4,0
2021-10-12,V002,7.41,2.09,259.1,22.4,1,2,0
2021-10-12,V003,6.88,2.75,361.1,21.1,3,1,0
2021-10-13,V001,7.41,2.55,210.5,21.1,3,4,0
2021-10-13,V002,7.27,3.1,306.7,22.3,3,7,0
2021-10-13,V003,7.32,4.28,317.3,21.4,1,3,0
2021-10-14,V001,7.41,2.96,321.0,21.2,2,1,0
2021-10-14,V002,7.04,3.38,412.2,23.4,1,4,0
2021-10-14,V003,7.28,2.34,367.3,21.9,3,3,0
2021-10-15,V001,7.14,0.88,381.9,18.4,1,5,0
2021-10-15,V002,7.59,2.0,364.6,23.4,1,4,0
2021-10-15,V003,7.4,2.36,333.3,22.4,0,2,0
2021-10-16,V001,7.07,2.62,327.1,20.3,1,4,0
2021-10-16,V002,7.01,2.1,325.3,22.8,4,0,0
2021-10-16,V003,7.08,4.0,331.5,18.4,1,4,0
2021-10-17,V001,7.03,3.0,369.6,21.7,3,4,0
2021-10-17,V002,7.53,3.81,380.5,20.0,2,5,0
